hidden_size;SEQ_LEN;learning_rate;epochs;batch_size;layers;price_zone;target_time;eval_start_anchor;eval_window_end;eval_window_hours;eval_chunk_hours;eval_chunk_stride_hours;eval_num_chunks;avg_weekly_smape;avg_mae;avg_rmse;max_avg_daily_smape_pct;min_avg_daily_smape_pct;status;error;used_chunks;first_chunk_start;last_chunk_start;smape_day_1_pct;smape_day_2_pct;smape_day_3_pct;smape_day_4_pct;smape_day_5_pct;smape_day_6_pct;smape_day_7_pct
32;168;0,0001;20;32;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;51,504857607233504;260,7141903835176;329,3947845222099;150,87917235443686;9,569174149656014;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;42,41081339896301;49,88039432298925;45,58976029574425;36,139373501611516;42,735307603843225;62,135468428898406;81,64288569858482
16;48;0,001;100;16;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;51,794755784111906;232,09784335359694;287,27263046029395;156,38900452342634;6,567837924608194;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;43,87752299330575;49,50577619645778;49,29598504541647;44,780777599036824;48,757925918854774;55,678043758023094;70,66725897768872
16;168;0,0001;50;32;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;51,79795555389941;263,40114428804003;332,04111895887803;150,88236057667518;9,564251555187733;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;43,55189171770199;50,765851866176696;45,7052991662271;36,12231460648551;42,71887991186434;62,10857455692147;81,61287705191872
32;168;0,0001;50;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;51,8033959889909;234,3041014025615;292,6500876119273;155,99632964682755;5,722699783204193;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;45,61155024957083;51,4994409707167;49,300483365617445;44,49660250514575;47,98278503038744;54,12236521267385;69,61054458882424
16;48;0,0005;50;32;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;51,8513183824045;261,9172930948539;331,8019824799737;150,75788689379178;8,963923609032221;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;41,47462619080041;49,65014459905092;45,59146088141692;36,126064987913054;43,576625357489824;63,43008033270329;83,11022632745707
32;48;0,0005;20;16;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;51,91735630006328;234,12475038762594;290,0239860587794;153,68694174720886;9,625851479323318;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;42,289563443288316;51,10536237294686;50,88810336301759;43,35076700272573;47,550115831437296;55,96833901808262;72,26924306894455
32;24;0,0001;100;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;52,038489424643544;236,01319595409242;294,21102783673666;155,43115064937138;7,932670762913696;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;47,70407540125151;51,80845623798782;49,307866121290495;43,6372723611965;47,24325299377465;54,35147640624034;70,21702645076354
16;24;0,0005;20;32;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;52,1160395013068;236,02318053447027;295,44718449597934;156,1179639754067;4,207080490956597;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;46,49284218364611;51,76139537737334;49,286425411863746;45,03063622709533;48,499550595723726;54,27906951546382;69,46235719798155
32;168;0,0001;20;16;2;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;52,148800625214044;267,68613831693216;337,7287146181717;150,71431667287231;10,183341892014463;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;41,28585436319352;48,73921323580091;45,48555478335885;36,96475735817559;44,08631420992073;64,36847403153342;84,11143639451525
16;48;0,0001;50;32;1;DK1;2024-01-01 00:00:00;2024-01-01 00:00:00;2025-01-01 00:00:00;8784;168;504;18;52,19253722159795;266,8966911070959;335,5087334728857;150,83118111806314;9,717263994304671;ok;;18;2024-01-01 00:00:00;2024-12-23 00:00:00;44,21535218354922;51,01566166026951;46,018856086554116;36,44762543165336;42,991345262026094;62,554103629355964;82,10481629777736
