max_depth,learning_rate,n_estimators,subsample,colsample_bytree,avg_smape,avg_weekly_rmse,avg_weekly_mae,avg_weekly_smape,avg_daily_rmse,avg_daily_mae,avg_daily_smape,avg_smape_day_1,avg_smape_day_2,avg_smape_day_3,avg_smape_day_4,avg_smape_day_5,avg_smape_day_6,avg_smape_day_7
5,"0,1",600,"0,7","1,0","63,81465039605902","395,5798490618792","267,7909693025707","63,81465039605902","315,1803411622623","267,7909693025707","63,81465039605903","47,41439071586872","46,802907219660504","63,559213853851915","56,188386538973944","74,60512335217425","77,42135862003269","80,71117247185114"
7,"0,05",200,"1,0","0,9","63,81669724000204","387,45807345386305","264,11257592770676","63,81669724000204","311,0699273538949","264,1125759277067","63,816697240002036","47,55850426620037","46,55536202078714","62,91849556978869","55,564809870529146","72,79673551165558","77,72898863831188","83,59398480274149"
3,"0,05",200,"1,0","0,9","63,84646322065072","375,1713665588114","266,3676085129865","63,84646322065072","308,6547254456565","266,36760851298646","63,84646322065071","50,684612001329015","48,00556339996637","63,301926499627605","56,647530563113335","70,12567123298095","76,14462404332635","82,01531480421139"
5,"0,2",600,"0,7","0,9","63,856731735663104","391,1737836305495","263,97965467069605","63,856731735663104","313,31417902660917","263,97965467069605","63,856731735663104","45,74515989572538","47,976156444997564","61,425890898766504","54,89119231622572","77,21087277330439","76,49767270887136","83,25017711175077"
3,"0,05",200,"1,0","0,7","63,85894437115676","370,18317696840893","263,1641927640088","63,85894437115676","305,8137350201042","263,1641927640088","63,85894437115676","49,72272020612719","48,2737874796571","62,030799932747335","58,00182864430613","71,25495042041342","77,36684766336762","80,36167625147847"
5,"0,05",400,"0,7","0,7","63,86103372858275","386,69616773115274","264,46390400139353","63,86103372858275","310,2183833268469","264,4639040013935","63,86103372858275","47,04668743725233","46,873521351876576","62,36009475129568","55,105322069240344","74,77502455035544","79,70298949021083","81,16359644984807"
3,"0,2",400,"0,9","1,0","63,8643664532126","393,0710401774478","266,78059532035263","63,8643664532126","314,3773245195516","266,7805953203526","63,86436645321259","48,47785459290537","46,5327828517938","62,4167042060694","55,91709473239996","75,63814199463872","78,69698153716195","79,37100525751893"
5,"0,2",400,"0,9","0,9","63,86956063923405","390,3071857012035","263,60831499497226","63,86956063923405","311,512210906278","263,60831499497226","63,86956063923405","46,62784404198719","48,40191124456114","60,608096918929625","57,34091528733187","74,19459717072979","78,62955922779928","81,28400058329946"
3,"0,05",600,"0,7","1,0","63,87460123290052","384,3919982437725","267,546423804777","63,87460123290052","310,7871410664475","267,546423804777","63,87460123290051","49,47253578180912","46,9136279056968","63,549917368898086","55,214708342187436","72,27485474802373","79,96880896048609","79,72775552320235"
3,"0,2",200,"0,7","1,0","63,877639658285176","378,56004791234943","262,76323190262895","63,877639658285176","307,7428053674731","262,7632319026289","63,87763965828518","49,179298408831244","46,71644136905395","62,734916818975876","54,282808867186446","74,99893097473526","77,30653170392515","81,92454946528827"
5,"0,2",200,"0,7","1,0","63,882007002239675","396,5781705435484","266,42321318540735","63,882007002239675","315,6739600989907","266,4232131854073","63,882007002239675","48,08838688257868","46,41440650190169","62,355843651722424","54,159373414154345","73,21164132778715","78,21841526859953","84,72598196893395"
3,"0,05",400,"1,0","1,0","63,89036734972838","379,12333177981856","266,4177866186719","63,89036734972838","308,5604941346132","266,4177866186719","63,890367349728386","50,9381070404241","47,94363378067846","63,35407808704761","54,98718595642169","72,10943878661868","77,17183482499667","80,72829297191149"
3,"0,1",400,"0,9","0,7","63,911722765152255","399,6926466380287","266,31074841152326","63,911722765152255","313,90413171777254","266,3107484115232","63,91172276515226","47,62321747538567","47,100246559648234","62,63759826068503","55,997867034780704","76,60047289341001","79,38584636204696","78,03681077010916"
7,"0,1",400,"1,0","0,9","63,917506028950186","389,2448729231487","264,25712807614923","63,917506028950186","311,3011806106827","264,2571280761493","63,91750602895018","47,3828505424629","47,390552748170045","62,127840132176004","55,52856834131546","73,23478091815139","77,4863093444369","84,27164017593859"
3,"0,1",600,"1,0","0,7","63,941938401237444","396,1382698888152","266,9745838124668","63,941938401237444","314,2194674613924","266,97458381246685","63,94193840123744","48,16408666107266","47,95741118926203","61,691059659418094","55,17457279481438","75,1089931731239","79,18645966956333","80,3109856614077"
7,"0,05",600,"0,7","1,0","63,94502787811625","379,2227775758288","262,14933651918113","63,94502787811625","307,90714915147777","262,1493365191812","63,94502787811626","47,47466854924539","46,090850056989","63,13072604867623","56,64835098921404","73,73101677978944","77,47545214181369","83,064130581086"
7,"0,2",200,"1,0","0,7","63,96385799128159","387,0696450457827","262,92854887869163","63,96385799128159","311,429089533007","262,92854887869163","63,96385799128158","47,06245712855139","47,789118322921965","60,84215014000485","56,66819902110214","73,889179317138","78,92826177485216","82,56764023440059"
5,"0,05",600,"0,9","0,7","63,969761547192775","386,3040208058295","264,1361641302444","63,969761547192775","309,80873877789827","264,1361641302445","63,969761547192775","47,519077542535314","46,24447554702596","62,436225233808315","56,1831364135749","74,14202950654929","80,14152292943618","81,12186365741944"
3,"0,05",400,"0,9","0,7","63,97108617697238","375,27035811454436","262,76239365416376","63,97108617697238","306,06318929467085","262,76239365416376","63,971086176972385","49,754037461333745","46,47667801389205","62,227894221508194","55,385688574312425","74,1328634997864","79,86449445498717","79,9559470129867"
7,"0,2",200,"0,7","0,7","64,0033864008773","379,0245577065282","260,1814235953757","64,0033864008773","307,454054937205","260,18142359537563","64,00338640087729","47,88815001688013","49,11242413664954","60,901255939981255","55,47328280472615","73,59437622732683","78,07229131748687","82,98192436309023"
3,"0,2",200,"0,7","0,7","64,00420002846545","384,8500799760328","264,3265833468681","64,00420002846545","309,75073202849586","264,3265833468682","64,00420002846545","49,1173815832086","46,96167048988771","60,441916751452936","55,80798462708087","73,87303970804358","80,39757791355133","81,4298291260331"
7,"0,2",200,"0,9","0,9","64,03003018395853","391,69659174107016","266,2921375040622","64,03003018395853","313,97944600210803","266,2921375040622","64,03003018395853","48,07567114238684","49,55277986138738","61,28815451446678","55,90533019911325","73,48402189733898","76,11081467355027","83,79343899946623"
5,"0,05",200,"0,7","0,7","64,04451717457714","383,0525106142592","264,1867155723768","64,04451717457714","309,37034597700915","264,1867155723768","64,04451717457714","47,64871412639014","47,275902012025824","62,065946307739225","55,77707311744299","74,36554004737212","79,55583540706891","81,62260920400078"
7,"0,2",600,"1,0","0,7","64,04456385437098","387,2470724127945","262,88175066854944","64,04456385437098","311,73679470886975","262,8817506685495","64,04456385437099","46,777352929073984","47,98313146367664","60,98950856897512","57,30757792675205","74,22675876842641","78,08778895237089","82,93982837132182"
